clip_path,portrait_path,render_done_at,render_preset,upscaled_path,upscale_done_at,branded_path,follow_brand_done_at,last_error,last_run_at
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\006__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_GOAL__t40440.00-t43020.00.__DEBUG.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:20:15+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\007__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t46020.00-t47100.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:20:27+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\008__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t61500.00-t62400.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:20:37+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\009__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_SHOT__t62760.00-t63420.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:20:42+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\010__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t63480.00-t64800.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:20:53+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\011__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_SHOT__t71880.00-t73320.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:21:07+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\012__2025-10-04__TSC_vs_FC_Tulsa_Black__PRESSURE_GOAL__t74340.00-t75180.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:21:15+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-04__TSC_vs_FC\013__2025-10-04__TSC_vs_FC_Tulsa_Black__BUILD_UP_PLAY__t77400.00-t78360.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:21:24+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\001__SHOT__t135.00-t145.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\001__SHOT__t135.00-t145.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:22:17+00:00,cinematic,,,,,,2026-02-12T00:22:17+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\002__SHOT__t185.00-t206.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\002__SHOT__t185.00-t206.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:24:08+00:00,cinematic,,,,,,2026-02-12T00:24:08+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\003__DEFENSE__t310.00-t342.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__DEFENSE__t310.00-t342.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:26:49+00:00,cinematic,,,,,,2026-02-12T00:26:49+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\005__GOAL__t1.855.00-t1.870.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__GOAL__t1.855.00-t1.870.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:28:08+00:00,cinematic,,,,,,2026-02-12T00:28:08+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\006__GOAL__t2.035.00-t2.054.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__GOAL__t2.035.00-t2.054.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:29:49+00:00,cinematic,,,,,,2026-02-12T00:29:49+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\007__CROSS__t2.212.00-t2.228.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__CROSS__t2.212.00-t2.228.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:31:13+00:00,cinematic,,,,,,2026-02-12T00:31:13+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\008__BUILD_UP__t2.438.00-t2.442.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__BUILD_UP__t2.438.00-t2.442.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:31:35+00:00,cinematic,,,,,,2026-02-12T00:31:35+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\009__BUILD_UP__t2.673.00-t2.685.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__BUILD_UP__t2.673.00-t2.685.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:32:39+00:00,cinematic,,,,,,2026-02-12T00:32:39+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\010__PRESSURE__t2.694.00-t2.706.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__PRESSURE__t2.694.00-t2.706.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:33:43+00:00,cinematic,,,,,,2026-02-12T00:33:43+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_SLSG_FallFestival\011__PRESSURE__t2.711.00-t2.736.00.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__PRESSURE__t2.711.00-t2.736.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:35:54+00:00,cinematic,,,,,,2026-02-12T00:35:54+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-12__TSC_vs_SLSG\001__2025-10-12__TSC_vs_SLSG__SHOT__t135.00-t145.00.mp4,,,,,,,,source not found,2026-02-12T16:25:48+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\001__2025-10-14__TSC_vs_BASC__CROSS__t1008.30-t1017.20__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:36:58+00:00,cinematic,,,,,,2026-02-12T00:36:58+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\002__2025-10-14__TSC_vs_BASC__SHOT__t1099.50-t1107.20__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:37:28+00:00,cinematic,,,,,,2026-02-12T00:37:28+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-10-14__TSC_vs_BASC__SHOT__t1252.70-t1274.70__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:38:48+00:00,cinematic,,,,,,2026-02-12T00:38:48+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-10-14__TSC_vs_BASC__GOAL__t1295.60-t1307.80__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:39:34+00:00,cinematic,,,,,,2026-02-12T00:39:34+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__2025-10-14__TSC_vs_BASC__SHOT__t1338.60-t1347.90__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:40:11+00:00,cinematic,,,,,,2026-02-12T00:40:11+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__2025-10-14__TSC_vs_BASC__SHOT__t1396.00-t1418.10__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:41:32+00:00,cinematic,,,,,,2026-02-12T00:41:32+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\007__2025-10-14__TSC_vs_BASC__GOAL__t1439.80-t1448.60__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:42:38+00:00,cinematic,,,,,,2026-02-12T00:42:38+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__2025-10-14__TSC_vs_BASC__SHOT__t1497.00-t1508.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:43:22+00:00,cinematic,,,,,,2026-02-12T00:43:22+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__2025-10-14__TSC_vs_BASC__SHOT__t1552.50-t1565.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:44:08+00:00,cinematic,,,,,,2026-02-12T00:44:08+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\010__2025-10-14__TSC_vs_BASC__GOAL__t1641.00-t1650.40__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:44:44+00:00,cinematic,,,,,,2026-02-12T00:44:44+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__2025-10-14__TSC_vs_BASC__SHOT__t1718.60-t1730.60__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:45:27+00:00,cinematic,,,,,,2026-02-12T00:45:27+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\012__2025-10-14__TSC_vs_BASC__GOAL__t1809.00-t1815.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\012__2025-10-14__TSC_vs_BASC__GOAL__t1809.00-t1815.60__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:46:16+00:00,cinematic,,,,,,2026-02-12T00:46:16+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\013__2025-10-14__TSC_vs_BASC__GOAL__t1944.70-t1954.70.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\013__2025-10-14__TSC_vs_BASC__GOAL__t1944.70-t1954.70__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:46:55+00:00,cinematic,,,,,,2026-02-12T00:46:55+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\014__2025-10-14__TSC_vs_BASC__SHOT__t1974.10-t1992.30.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\014__2025-10-14__TSC_vs_BASC__SHOT__t1974.10-t1992.30__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:48:02+00:00,cinematic,,,,,,2026-02-12T00:48:02+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\015__2025-10-14__TSC_vs_BASC__SHOT__t2060.20-t2073.70.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\015__2025-10-14__TSC_vs_BASC__SHOT__t2060.20-t2073.70__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:48:53+00:00,cinematic,,,,,,2026-02-12T00:48:53+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-10-14__TSC_vs_BASC\016__2025-10-14__TSC_vs_BASC__GOAL__t2124.70-t2136.50.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\016__2025-10-14__TSC_vs_BASC__GOAL__t2124.70-t2136.50__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:49:37+00:00,cinematic,,,,,,2026-02-12T00:49:37+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\001__Pressure & Build Up with a Great Cross__0_06_37-0_07_10.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,,,,,,,,render failed,2026-02-12T00:49:54+00:00
"C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\002__Build Up, Cross and Shot__0_15_37-0_16_04.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4",,,,,,,,render failed,2026-02-12T00:51:56+00:00
"C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\003__Pressure, Cross and Goal__0_16_09-0_16_33.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4",,,,,,,,render failed,2026-02-12T00:53:44+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\004__Pressure & Shot__0_23_24-0_23_53.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__Pressure & Shot__0_23_24-0_23_53__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:56:11+00:00,cinematic,,,,,,2026-02-12T00:56:11+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\005__Build Up & Cross__0_28_28-0_28_42.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\005__Build Up & Cross__0_28_28-0_28_42__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:57:21+00:00,cinematic,,,,,,2026-02-12T00:57:21+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\006__Cross__0_30_29-0_30_37.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\006__Cross__0_30_29-0_30_37__CINEMATIC_portrait_FINAL.mp4,2026-02-12T00:58:03+00:00,cinematic,,,,,,2026-02-12T00:58:03+00:00
"C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\007__Cross, Pressure & Shot__0_42_24-0_42_45.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4",,,,,,,,render failed,2026-02-12T00:59:36+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\008__Cross__0_47_09-0_47_18.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\008__Cross__0_47_09-0_47_18__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:00:21+00:00,cinematic,,,,,,2026-02-12T01:00:21+00:00
"C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\009__Cross, Shots__0_50_40-0_50_57.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4","C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\009__Cross, Shots__0_50_40-0_50_57__CINEMATIC_portrait_FINAL.mp4",2026-02-12T01:01:46+00:00,cinematic,,,,,,2026-02-12T01:01:46+00:00
"C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\010__Build Up, Cross, Shot & Goal__0_55_26-0_56_02.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4",,,,,,,,render failed,2026-02-12T01:02:05+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\011__Build Up__1_00_43-1_01_22.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\011__Build Up__1_00_43-1_01_22__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:05:20+00:00,cinematic,,,,,,2026-02-12T01:05:20+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\012__Cross & Goal__1_01_36-1_01_52.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\012__Cross & Goal__1_01_36-1_01_52__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:06:41+00:00,cinematic,,,,,,2026-02-12T01:06:41+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-04__TSC_-_Navy_Oct_2025\013__Dribbling & Shot__1_02_55-1_03_10.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.__CINEMATIC.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\013__Dribbling & Shot__1_02_55-1_03_10__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:07:59+00:00,cinematic,,,,,,2026-02-12T01:07:59+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-22__TSC_vs_OK_Sporting\001__2025-11-22__TSC_vs_OK_Sporting__GOAL__t192.70-t208.30.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\001__2025-11-22__TSC_vs_OK_Sporting__GOAL__t192.70-t208.30__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:09:03+00:00,cinematic,,,,,,2026-02-12T01:09:03+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-22__TSC_vs_OK_Sporting\002__2025-11-22__TSC_vs_OK_Sporting__SHOT__t1153.50-t1165.90.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\002__2025-11-22__TSC_vs_OK_Sporting__SHOT__t1153.50-t1165.90__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:09:44+00:00,cinematic,,,,,,2026-02-12T01:09:44+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-22__TSC_vs_OK_Sporting\003__2025-11-22__TSC_vs_OK_Sporting__HIGHLIGHT__t1228.00-t1248.80.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-11-22__TSC_vs_OK_Sporting__HIGHLIGHT__t1228.00-t1248.80__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:11:15+00:00,cinematic,,,,,,2026-02-12T01:11:15+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-22__TSC_vs_OK_Sporting\004__2025-11-22__TSC_vs_OK_Sporting__GOAL__t2494.30-t2507.00.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-11-22__TSC_vs_OK_Sporting__GOAL__t2494.30-t2507.00__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:12:05+00:00,cinematic,,,,,,2026-02-12T01:12:05+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-23__TSC_vs_BASC\001__2025-11-23__TSC_vs_BASC__GOAL__t41.30-t51.30.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\001__2025-11-23__TSC_vs_BASC__GOAL__t41.30-t51.30__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:12:38+00:00,cinematic,,,,,,2026-02-12T01:12:38+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-23__TSC_vs_BASC\002__2025-11-23__TSC_vs_BASC__GOAL__t785.40-t808.30.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\002__2025-11-23__TSC_vs_BASC__GOAL__t785.40-t808.30__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:13:55+00:00,cinematic,,,,,,2026-02-12T01:13:55+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-23__TSC_vs_BASC\003__2025-11-23__TSC_vs_BASC__GOAL__t1682.20-t1700.80.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-11-23__TSC_vs_BASC__GOAL__t1682.20-t1700.80__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:15:08+00:00,cinematic,,,,,,2026-02-12T01:15:08+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\atomic_clips\2025-11-23__TSC_vs_BASC\004__2025-11-23__TSC_vs_BASC__SHOT__t1974.90-t1990.60.mp4,C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\004__2025-11-23__TSC_vs_BASC__SHOT__t1974.90-t1990.60__CINEMATIC_portrait_FINAL.mp4,2026-02-12T01:16:02+00:00,cinematic,,,,,,2026-02-12T01:16:02+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\001__2025-04-12__TSC_vs_Route_66__DRIBBLING__t0.00-t18.00__CINEMATIC_portrait_FINAL.mp4,,,,C:\Users\scott\soccer-video\out\upscaled\001__2025-04-12__TSC_vs_Route_66__DRIBBLING__t0.00-t18.00__CINEMATIC_portrait_FINAL__x2__lanczos.mp4,2026-02-12T04:16:25+00:00,,,,2026-02-12T04:16:25+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\002__2025-04-12__TSC_vs_Route_66__SHOT__t19.00-t28.00__CINEMATIC_portrait_FINAL.mp4,,,,C:\Users\scott\soccer-video\out\upscaled\002__2025-04-12__TSC_vs_Route_66__SHOT__t19.00-t28.00__CINEMATIC_portrait_FINAL__x2__lanczos.mp4,2026-02-12T04:17:42+00:00,,,,2026-02-12T04:17:42+00:00
C:\Users\scott\OneDrive\SoccerVideoMedia\out\portrait_reels\clean\003__2025-04-12__TSC_vs_Route_66__GOAL__t48.50-t58.00__CINEMATIC_portrait_FINAL.mp4,,,,C:\Users\scott\soccer-video\out\upscaled\003__2025-04-12__TSC_vs_Route_66__GOAL__t48.50-t58.00__CINEMATIC_portrait_FINAL__x2__lanczos.mp4,2026-02-12T04:19:03+00:00,,,,2026-02-12T04:19:03+00:00
